shopID,wineID,wineName,shopName,shopAddress
202606,102606,Medlock Ames 2008 Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202607,102607,Morandé 2009 Edición Limitada Carmenère (Maipo Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202608,102608,Ochagavia 2010 Raices Nobles Cabernet Sauvignon (Maipo Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202609,102609,Barnard Griffin 2011 Syrah (Columbia Valley (WA)),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202610,102610,Barrister 2009 Bacchus Vineyard Syrah (Columbia Valley (WA)),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202611,102611,Bougetz 2012 Sauvignon Blanc (Napa Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202612,102612,West Cape Howe 2009 Book Ends Cabernet Sauvignon (Western Australia),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202613,102613,William Church 2010 2 Spires Syrah-Cabernet Sauvignon (Columbia Valley (WA)),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202614,102614,Karl Kaspar 2010 Kabinett Riesling (Mosel),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202615,102615,Chateau Ste. Michelle 2012 Sauvignon Blanc (Columbia Valley (WA)),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202616,102616,Michel Torino 2006 Coleccion Chardonnay (Calchaquí Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202617,102617,Pillitteri 2004 Fusion Gewürztraminer-Riesling (Niagara Peninsula),Liquor Land,"32 E Green St, Champaign, IL 61820"
202618,102618,Black Swan 2006 Cabernet Sauvignon (South Eastern Australia),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202619,102619,Funky Llama 2007 Tempranillo (Mendoza),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202620,102620,Borgo di Colloredo 2005 Gironia Biferno Rosato Red (Molise),Liquor Land,"32 E Green St, Champaign, IL 61820"
202621,102621,Alba 2005 Dry Riesling (New Jersey),Liquor Land,"32 E Green St, Champaign, IL 61820"
202622,102622,Congress Springs 2005 Cabernet Sauvignon (California),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202623,102623,Congress Springs 2006 Viognier (Lodi),Liquor Land,"32 E Green St, Champaign, IL 61820"
202624,102624,Jenica Peak 2006 Coastal Series Pinot Grigio (California),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202625,102625,Norman 2006 Reserve Chardonnay (Edna Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202626,102626,Pride Mountain 2005 Sangiovese (Sonoma County),Liquor Land,"32 E Green St, Champaign, IL 61820"
202627,102627,Mazzocco 2005 Stone Zinfandel (Alexander Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202628,102628,Congress Springs 2006 Chardonnay (California),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202629,102629,Emerson 2006 Pinot Gris (Willamette Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202630,102630,Four Vines 2005 Maverick Zinfandel (Amador County),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202631,102631,Four Vines 2005 Old Vine Cuvée Zinfandel (California),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202632,102632,Hesketh 2008 Usual Suspects Shiraz (McLaren Vale),Liquor Land,"32 E Green St, Champaign, IL 61820"
202633,102633,Avignonesi 2007 Desiderio Merlot (Cortona),Liquor Land,"32 E Green St, Champaign, IL 61820"
202634,102634,Borges 2009 Touriga Nacional (Dão),Liquor Land,"32 E Green St, Champaign, IL 61820"
202635,102635,Caccia al Piano 1868 2009 Ruit Hora (Bolgheri),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202636,102636,Château Haut-Peyrous 2009 Graves,Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202637,102637,Château Lafleur-Gazin 2009 Pomerol,Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202638,102638,Château Lieujean 2009 Haut-Médoc,Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202639,102639,Château Liversan 2009 Haut-Médoc,Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202640,102640,J. Rickards 2009 Brown Barn Vineyard Petite Sirah (Alexander Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202641,102641,Jansz NV Premium Brut Rosé Sparkling (Tasmania),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202642,102642,Antiyal 2009 Kuyen Red (Maipo Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202643,102643,Jacob's Creek 2009 Reserve Chardonnay (Adelaide Hills),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202644,102644,Le Buche 2008 Olivi Cantine Pugnitello (Toscana),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202645,102645,Leonesse Cellars 2008 Vista Del Monte Vineyard Syrah (Temecula Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202646,102646,Liberty School 2010 Chardonnay (Central Coast),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202647,102647,Marchesi Antinori 2009 Guado al Tasso il Bruciato (Bolgheri),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202648,102648,Millbrook 2010 25th Anniversary Pinot Noir (Hudson River Region),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202649,102649,Nefarious 2009 Cabernet Franc (Wahluke Slope),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202650,102650,O•S Winery 2009 The Tusk Elephant Mountain Vineyard Merlot (Yakima Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202651,102651,Owen Roe 2009 Ex Umbris Syrah (Columbia Valley (WA)),Liquor Land,"32 E Green St, Champaign, IL 61820"
202652,102652,Quinta de Foz de Arouce 2009 Branco Cerceal (Beiras),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202653,102653,Quinta do Cavalinho 2009 Templários Colheita Seleccionada Red (Tejo),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202654,102654,Rozes 2008 Quinta do Grifo Grande Reserva Red (Douro),Liquor Land,"32 E Green St, Champaign, IL 61820"
202655,102655,Casa di Terra 2010 Moreccio (Bolgheri),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202656,102656,Château d'Angludet 2009 Margaux,Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202657,102657,Château Laforge 2009 Saint-Émilion,Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202658,102658,Château Soutard 2009 Saint-Émilion,Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202659,102659,Château Tour de Lagarde 2009 Saint-Émilion,Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202660,102660,Conte Ferdinando Guicciardini 2008 Massi di Mandorlaia Riserva (Morellino di Scansano),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202661,102661,Donna Olimpia 1898 2009 Tageto Red (Toscana),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202662,102662,Zymè 2006 Amarone della Valpolicella Classico,Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202663,102663,Howell Mountain Vineyards 2010 Old Vine Zinfandel (Howell Mountain),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202664,102664,J. Bookwalter 2010 Conner Lee Vineyard Conflict Red (Columbia Valley (WA)),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202665,102665,Januik 2011 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Liquor Land,"32 E Green St, Champaign, IL 61820"
202666,102666,Umathum 2011 Beerenauslese White (Burgenland),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202667,102667,Venturini Massimino 2009 Semonte Alto (Valpolicella Classico Superiore Ripasso),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202668,102668,Chandon 2008 Vintage Brut Sparkling (Yountville),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202669,102669,Frazier 2009 Cabernet Franc (Napa Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202670,102670,Domaine Cabirau 2011 Serge & Nicolas Red (Maury Sec),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202671,102671,Frias 2010 Cabernet Sauvignon (Spring Mountain District),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202672,102672,Georges Duboeuf 2011 Domaine des Pontheux (Chiroubles),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202673,102673,Orentano 2009 Pinot Noir (Russian River Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202674,102674,Riglos 2010 Gran Las Divas Vineyard Cabernet Franc (Tupungato),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202675,102675,Les Villages de Terroir Catalan 2010 Red (Côtes du Roussillon Villages Caramany),Liquor Land,"32 E Green St, Champaign, IL 61820"
202676,102676,J. Bookwalter 2010 Foreshadow Cabernet Sauvignon (Columbia Valley (WA)),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202677,102677,Keller Estate 2010 La Cruz Vineyard Pinot Noir (Sonoma Coast),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202678,102678,L'Ecole No. 41 2012 Sémillon (Columbia Valley (WA)),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202679,102679,L'Ecole No. 41 2012 Seven Hills Vineyard Estate Luminesce Semillon-Sauvignon Blanc (Walla Walla Valley (WA)),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202680,102680,Lionel Osmin & Cie 2011 Donibane Red (Irrouléguy),Liquor Land,"32 E Green St, Champaign, IL 61820"
202681,102681,Melville 2012 Clone 76 Inox Estate Chardonnay (Sta. Rita Hills),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202682,102682,Bravium 2011 Signal Ridge Vineyard Pinot Noir (Mendocino Ridge),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202683,102683,Antonin Rodet 2010 Givry,Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202684,102684,Bodegas Muriel 2004 Viña Muriel Gran Reserva (Rioja),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202685,102685,Zenato 2007 Sergio Zenato Riserva (Amarone della Valpolicella Classico),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202686,102686,Heidi Schröck 2010 Ruster Ausbruch White (Burgenland),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202687,102687,Chateau Ste. Michelle 2010 Canoe Ridge Estate Cabernet Sauvignon (Horse Heaven Hills),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202688,102688,Damien et Romain Bouchard 2011 Montée de Tonnerre Premier Cru (Chablis),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202689,102689,Eponymous 2009 Cabernet Sauvignon (Spring Mountain District),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202690,102690,Gloria Ferrer 2005 Royal Cuvée Sparkling (Carneros),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202691,102691,Hall 2010 Cabernet Sauvignon (Stags Leap District),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202692,102692,Geretto 2001 Pinot Grigio (Delle Venezie),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202693,102693,L.A. Cetto 1996 Private Reserve Cabernet Sauvignon (Valle de Guadalupe),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202694,102694,La Playa 2002 Estate Reserve Chardonnay (Colchagua Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202695,102695,Undurraga 2001 Reserva Merlot (Maipo Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202696,102696,Lane Tanner 2000 Pinot Noir (Santa Maria Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202697,102697,Lolonis 2001 Fumé Blanc (Redwood Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202698,102698,River Road 2001 Pinot Noir (Russian River Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202699,102699,Santa Ines 2001 Legado de Armida Reserva Sauvignon Blanc (Maipo Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202700,102700,Sebastiani 1996 Cherryblock Cabernet Sauvignon (Sonoma Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202701,102701,Signorello 2001 Seta Semillon-Sauvignon Blanc (Napa Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202702,102702,Silver 2000 Julia's Vineyard Pinot Noir (Santa Barbara County),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202703,102703,Bortoluzzi 2001 Pinot Grigio (Isonzo del Friuli),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202704,102704,Château La Joya 2000 Estate Bottled Reserve Merlot (Colchagua Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202705,102705,Two Brothers 2001 Big Tattoo Red Red (Colchagua Valley),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202706,102706,Viña Santa Monica 2001 Chardonnay (Rapel Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202707,102707,Wolff 2001 Dijon Clones Selection Pinot Noir (Edna Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202708,102708,Errazuriz 2001 Cabernet Sauvignon (Aconcagua Valley),Liquor Land,"32 E Green St, Champaign, IL 61820"
202709,102709,Girolamo Dorigo 2000 Chardonnay (Colli Orientali del Friuli),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202710,102710,Iron Horse 2002 Rose de Pinot Noir Pinot Noir (Green Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202711,102711,Opolo 2000 Pinot Noir (Central Coast),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202712,102712,Savannah-Chanelle 2000 Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202713,102713,Merk 2001 Tocai (Friuli Aquileia),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202714,102714,Morandé 2001 Edicion Limitada - 66 Barricas Cabernet Franc (Maipo Valley),Liquor Land,"32 E Green St, Champaign, IL 61820"
202715,102715,J Vineyards & Winery 2002 Pinot Gris (Russian River Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202716,102716,Pradio 1999 Teraje Chardonnay (Friuli Grave),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202717,102717,Masi 2002 Colbaraca Classico (Soave),Liquor Land,"32 E Green St, Champaign, IL 61820"
202718,102718,Masottina 2001 Vigneto Ai Palazzi Pinot Grigio (Piave),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202719,102719,Montes 2001 Alpha Syrah (Curicó Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202720,102720,Concha y Toro 2002 Xplorador Merlot (Rapel Valley),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202721,102721,Dopff & Irion 2014 Cuvée René Dopff Pinot Blanc (Alsace),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202722,102722,Union de Vignerons de l'Île de Beauté 2015 Rosé (Ile de Beauté),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202723,102723,Van Ruiten 2015 Chardonnay (Lodi),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202724,102724,Vignobles Bonhur 2015 Château Terres Douces Rosé (Bordeaux Rosé),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202725,102725,Viña Otano 2014 Viura (Rioja),Liquor Land,"32 E Green St, Champaign, IL 61820"
202726,102726,MandraRossa 2015 Urra di Mare Sauvignon (Sicilia),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202727,102727,Mastroberardino 2013 Neroametà Aglianico (Campania),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202728,102728,Joseph Filippi 2009 Old Vine Zinfandel (Cucamonga Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202729,102729,Le Petit Cochonnet 2015 Cabernet Sauvignon (Pays d'Oc),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202730,102730,Leon Beyer 2014 Pinot Blanc (Alsace),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202731,102731,Terredora 2012 Campore (Fiano di Avellino),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202732,102732,Tortoise Creek 2014 Jam's Blend Chardonnay (Lodi),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202733,102733,Undurraga 2014 Gran Reserva Sibaris Pinot Noir (Leyda Valley),Liquor Land,"32 E Green St, Champaign, IL 61820"
202734,102734,Vermeil 2013 Frediani Vineyard Cabernet Franc (Calistoga),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202735,102735,Viña Maipo 2015 Vitral Chardonnay (Chile),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202736,102736,Woodbridge by Robert Mondavi 2013 Merlot (California),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202737,102737,Viñedos y Bodegas Pablo 2014 Menguante Garnacha (Cariñena),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202738,102738,Concha y Toro 2014 Reserva Casillero del Diablo Cabernet Sauvignon (Central Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202739,102739,Echeverria 2014 Reserva Merlot (Central Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202740,102740,Famille Hauller 2015 Pinot Blanc (Alsace),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202741,102741,Black Stallion 2015 Sauvignon Blanc (Napa Valley),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202742,102742,Bodega Volcanes de Chile 2013 Tectonia Pinot Noir (Bío Bío Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202743,102743,Bota Box 2014 Cabernet Sauvignon (California),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202744,102744,Campellares 2014 Rioja,Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202745,102745,Château Côte Montpezat 2015 Le Canon de Côte Montpezat Rosé (Bordeaux Rosé),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202746,102746,Château Léon 2015 Rosé (Bordeaux Rosé),Liquor Land,"32 E Green St, Champaign, IL 61820"
202747,102747,Agricola Bellaria 2014 Oltre (Greco di Tufo),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202748,102748,Cramele Recas 2014 Legendary Estate Series Cabernet Sauvignon (Romania),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202749,102749,Cramele Recas 2014 Legendary Estate Series Pinot Grigio (Romania),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202750,102750,Cramele Recas 2015 Dreambird Merlot (Romania),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202751,102751,Nica 2012 Chardonnay (California),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202752,102752,Producta Vignobles 2015 Cabane aux Oiseaux Rosé (Bordeaux Rosé),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202753,102753,Rio Madre 2014 Rioja,Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202754,102754,Rios de Chile 2015 Chardonnay (Central Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202755,102755,Le Petit Cochonnet 2015 Merlot (Pays d'Oc),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202756,102756,Le Petit Cochonnet 2015 Pinot Noir (Pays d'Oc),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202757,102757,Loma Larga 2013 Unfiltered Pinot Noir (Casablanca Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202758,102758,Los Portales 2013 Garnacha (Shenandoah Valley (CA)),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202759,102759,Maison Nicolas 2015 Rosé (Gard),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202760,102760,Montebuena 2014 Cuvée KPF (Rioja),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202761,102761,Montes 2014 Classic Series Merlot (Colchagua Costa),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202762,102762,Rayun 2014 Cabernet Sauvignon (Central Valley),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202763,102763,Rios de Chile 2015 Sauvignon Blanc (Central Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202764,102764,River Road 2015 Un-Oaked Chardonnay (Sonoma County),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202765,102765,"Greenwood Ridge 2013 Hundred Point, Estate Bottled Pinot Noir (Anderson Valley)",Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202766,102766,Housley's Century Oak 2013 Judy's Vineyard Cabernet Sauvignon (Lodi),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202767,102767,Twisted 2014 Cabernet Sauvignon (California),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202768,102768,Valtravieso 2011 Vendimia Seleccionada (Ribera del Duero),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202769,102769,Château Lamothe-Vincent 2015 Rosé (Bordeaux Rosé),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202770,102770,Château Laubès 2015 Rosé (Bordeaux Rosé),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202771,102771,Four Sisters Ranch 2011 Serena's Private Reserve Cabernet Sauvignon (Paso Robles),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202772,102772,Frei Brothers 2014 Reserve Chardonnay (Russian River Valley),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202773,102773,G7 2013 The 7th Generation Reserva Carmenère (Loncomilla Valley),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202774,102774,Albamar 2015 Estate Bottled Chardonnay (Casablanca Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202775,102775,Indomita 2015 Gran Reserva Chardonnay (Casablanca Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202776,102776,Loft 2014 Cabernet Sauvignon (California),Liquor Land,"32 E Green St, Champaign, IL 61820"
202777,102777,Loft 2014 Chardonnay (Monterey),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202778,102778,Santa Alicia 2015 Reserva Sauvignon Blanc (Maipo Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202779,102779,Jekel 2014 Pinot Noir (Monterey),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202780,102780,Kunza 2012 Reserve Cabernet Sauvignon (Maule Valley),Liquor Land,"32 E Green St, Champaign, IL 61820"
202781,102781,Herdade dos Machados 2009 Morgado da Canita Red (Alentejano),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202782,102782,Pazzo 2009 Red (Napa Valley),Friar Tuck Beverage,"1333 Savoy Plaza Ln, Savoy, IL 61874"
202783,102783,Quinta de Gomariz 2011 Espadeiro Rosé (Vinho Verde),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202784,102784,Sean Minor 2010 Pinot Noir (Carneros),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202785,102785,Kirkland Signature 2009 Pinot Noir (Carneros),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202786,102786,Lost Angel 2009 Ruckus White (California),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202787,102787,Matchbook 2010 Old Head Chardonnay (Dunnigan Hills),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202788,102788,Monte Seis Reis 2010 Boa Memória Branco White (Alentejano),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202789,102789,Aveleda 2011 Casal Garcia Tinto Red (Portuguese Table Wine),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202790,102790,Barton & Guestier 2011 Bistro Pinot Noir (Ile de Beauté),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202791,102791,Black Box 2010 Sweet Red (California),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202792,102792,Black Box 2011 Chardonnay (California),Blue Star Liquor,"918 W Bradley Ave, Champaign, IL 61820"
202793,102793,Caves Aliança 2009 Vista Tinta Roriz (Beiras),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202794,102794,Twisted Sisters 2009 Matriarch Red (Paso Robles),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202795,102795,Twisted Sisters 2010 Zinfandel (Paso Robles),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202796,102796,Valentin Bianchi 2011 Elsa Chardonnay (Mendoza),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202797,102797,Vignobles Garrigae 2010 Seigneurie de Peyrat Tradition Chardonnay-Viognier (Pays d'Oc),Liquor Land,"32 E Green St, Champaign, IL 61820"
202798,102798,Walt 2010 Hein Family Vineyard Pinot Noir (Anderson Valley),Illini Pantry,"606 S 6th St, Champaign, IL 61820"
202799,102799,Plungerhead 2010 Old Vine Zinfandel (Dry Creek Valley),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202800,102800,Quinta do Portal 2011 Trevo White (Vinho Verde),Binny's Beverage Depot - Champaign,"802 W Town Center Blvd, Champaign, IL 61822"
202801,102801,Rare NV 4 Grape Blend Red (California),Hollywood Liquors,"512 S Neil St A, Champaign, IL 61820"
202802,102802,Stephen Ross 2010 Pinot Noir (Central Coast),Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
202803,102803,L. Tramier & Fils 2010 Bourricot Pinot Noir (Vin de France),Liquor Land,"32 E Green St, Champaign, IL 61820"
202804,102804,LoveThisLife 2009 White (California),Piccadilly Liquors,"601 S 1st St #101, Champaign, IL 61820"
202805,102805,Agricola Pugliano 2013 Chianti,Champaign Food &Liquor,"505 E University Ave, Champaign, IL 61820"
