wineID,name,description,winary,country,points,price,variety
103217,Casa Rojo 2009 Fauno Organic Grapes Garnacha (Priorat),"This is a big, modern, warm Garnacha with a lot of oak and vanilla on the bouquet as well as blackberry and cassis. It's jammy on the tongue, but there's enough acidity to keep the pulse up. Dark black cherry, berry and rubbery flavors are followed by end-notes of raisin, chocolate and vanilla.",Casa Rojo,Spain,88,40,Garnacha
103218,Castello di Montegiove 2008 Elicius Red (Umbria),"This red blend from Umbria offers a decadent bouquet that consists of rich chocolate and bright cherry intensity. The wine is smooth and chewy with a plush, velvety texture.",Castello di Montegiove,Italy,88,,Red Blend
103219,Château de la Croix 2009 Médoc,"A solid, ripe, juicy black fruited wine, delicious already with its fragrant fruits. It has structure that supports the attractive surface, giving shape to this lightly textured wine. Keep for 4–5 years, but also drink now.",Château de la Croix,France,88,60,Bordeaux-style Red Blend
103220,Château d'Esclans 2012 Whispering Angel Rosé (Côtes de Provence),"A delightfully clean and fruity wine, the epitome of Provence rosé. It has fresh acidity, crisp lemon and red currant fruit and just a light sprinkling of spice.",Château d'Esclans,France,88,20,Rosé
103221,Château Dupeyrat Plouget 2010 Cru de Plouget (Côtes de Bourg),"Stalky wine, its black currant fruits tight and still developing. It has a juicy character that comes from the intense youthful acidity and that will blend over the next 4–5 years.",Château Dupeyrat Plouget,France,88,,Bordeaux-style Red Blend
103222,Chelsea Goldschmidt 2011 Merlot (Dry Creek Valley),"Polished and pretty, this Merlot delivers plenty of juicy cherry, red currant, mocha and toast flavors that are lovely to drink now. The wine is smooth and softly tannic—just what you want Merlot to be.",Chelsea Goldschmidt,US,88,17,Merlot
103223,Peju 2009 Merlot (Napa Valley),"This wine is a little direct, but very tasty, showing rich, ripe cherry, red currant, cocoa and sweet oak flavors, wrapped into lovely tannins. A polished, pretty wine for drinking now.",Peju,US,88,35,Merlot
103224,Pope Valley Winery 2010 Eakle Ranch Cabernet Sauvignon (Napa Valley),"This dry, tannic wine is astringent now, in the way of a young Cabernet. It has a heart of ripe blackberries and currants, and finishes dry and clean. There's a rustic edge that suggests drinking over the next 2–3 years.",Pope Valley Winery,US,88,28,Cabernet Sauvignon
103225,Real Sitio de Ventosilla 2004 RSV 1601 El Duque de Lerma (Ribera del Duero),"With damp earth and crusty leather aromas, this is a heavy wine with baked fruit, a syrupy mouthfeel and flavors of mocha, carob, leafy berry and earth. On the finish, it's full bodied and soft, with ripe black-fruit flavors that register as thick and a touch raisiny. Drink now.",Real Sitio de Ventosilla,Spain,88,75,Tempranillo
103226,Stryker Sonoma 2010 Cabernet Sauvignon (Alexander Valley),"Masses of sweet blackberry jam give this Cabernet an easy deliciousness. The fruit and oak are balanced with fine tannins and a gentle scour of acidity. Not one for the cellar, but it will benefit from an hour or two in the decanter.",Stryker Sonoma,US,88,35,Cabernet Sauvignon
103227,Talamonti 2012 Trabocchetto Pecorino (Colline Pescaresi),Pecorino is a fascinating white grape from Central Italy that deserves a special look. This expression bursts open with tones of acacia flower and stone fruit and delivers medium density and richness on the finish.,Talamonti,Italy,88,19,Pecorino
103228,The Eyrie Vineyards 2011 Estate Chardonnay (Dundee Hills),"This fine-honed Chardonnay hews to the Eyrie house style. It may seem austere at first, but the green and yellow fruit flavors are ripe, not vegetal, and the firm acidity makes it a fine food match. Give it plenty of time to breathe before serving.",The Eyrie Vineyards,US,88,27,Chardonnay
103229,The Farm Winery 2009 Touchy-Feely G-S-M (Paso Robles),"This Rhône-style blend is fruity and delicious. It has raspberry, cherry, licorice, mocha and spice flavors, wrapped into easy tannins, brightened with a bite of lime acidity. Ready to enjoy now.",The Farm Winery,US,88,60,G-S-M
103230,Tre Monti 2009 Thea Riserva (Sangiovese di Romagna Superiore),"Thea Riserva opens with dark and austere notes of black licorice, tar, black cherry and crushed granite. There's a dusty quality to the close followed by a dry but fresh finish.",Tre Monti,Italy,88,21,Sangiovese
103231,Trueheart 2010 Truehart Vineyard Petite Sirah (Sonoma Valley),"Shows the dark color, thick tannins and deep, concentrated flavors you expect from Petite Sirah. It's a big gulp of blackberry jam, espresso, dark chocolate and crushed black pepper, and the finish is thoroughly dry. Lacks the acidic vibrancy needed for aging, but a fine wine to drink now.",Trueheart,US,88,35,Petite Sirah
103232,Val do Sosego 2011 Albariño (Rías Baixas),"Ripe apple aromas make the nose nice, even though it's flattening with age. Likewise on the palate, which delivers pithy orange and dry melon flavors along with indications that it's just starting to fade. Notes of green herbs and scallion come up on the finish. Drink this mature white immediately.",Val do Sosego,Spain,88,17,Albariño
103233,J. Christopher 2010 Nuages Pinot Noir (Chehalem Mountains),"A blend of grapes from several vineyards, this is named for a famous jazz tune. The blending both softens and expands the mid-palate, and seems to have boosted the aging curve. It's ready to drink, with strawberry fruit, a dusting of cocoa, a hint of wet cement, and a finish with cola and sassafras.",J. Christopher,US,88,35,Pinot Noir
103234,J. Lohr 2010 Gesture G-S-M (Paso Robles),"Frankly delicious, offering wave after wave of black cherry jam, red currant, licorice, mocha, vanilla and buttered cinnamon toast flavors, wrapped into soft, smooth tannins.",J. Lohr,US,88,35,G-S-M
103235,Johanneshof Reinisch 2012 Rotgipfler (Thermenregion),"Rotgipfler is almost an exclusivity to Thermenregion. This bright, fruity wine is deliciously crisp with spice, pepper and pear flavors. It has a light lemon edge brought out by the refreshing acidity. Screwcap.",Johanneshof Reinisch,Austria,88,20,Rotgipfler
103236,Lynmar 2011 Monastery Chardonnay (Russian River Valley),"This is one of Lynmar's most expensive Chardonnays, of their six 2011s. It's also one of the most forward and oakiest. Your first impression is of sweet buttered toast, sprinkled with brown sugar and drizzled with melted butterscotch. Then the tropical fruits kick in, brightened with citrusy acids. It's an impressive feat, but the wine feels overworked, and lacks the sustaining interest of Lynmar's other bottlings.",Lynmar,US,88,70,Chardonnay
103237,Matetic 2011 EQ Chardonnay (San Antonio),"The nose sends up signals of a balanced, easygoing wine with oak blended nicely into pear and apple fruit. The palate is lively and mildly oaky, with baked apple, orange and woodspice flavors. A snappy, oaky finish with intense acidity closes the show.",Matetic,Chile,88,,Chardonnay
103238,Oliver Conti 2011 Treyu White (Empordà),"The nose on this blend of Gewurztraminer and Macabeo defines neutral; it's clean but shows little more than a whiff of apple. The palate is fresh and quick moving, with mild peach, pear, apple and melon flavors that culminate in a solid finish that's not very exciting but doesn't stray.",Oliver Conti,Spain,88,16,White Blend
103239,Parcel 41 2011 Merlot (Napa Valley),"This is a good value for a sophisticated Merlot from Napa Valley. It's not an ager, but it's delightful now for its dryness, smooth tannins and complex cherry and red currant flavors with hints of herbs and sweet peas.",Parcel 41,US,88,19,Merlot
103240,Drei Donà Tenuta La Palazza 2009 Pruno Riserva (Sangiovese di Romagna Superiore),There's a dark and masculine quality to this Sangiovese from Romagna that makes this wine perfect for pork or breaded veal. Dark cherry and prune are backed by bright acidity.,Drei Donà Tenuta La Palazza,Italy,88,40,Sangiovese
103241,401K 2012 Cabernet Sauvignon (California),"A gentle wine, this has warm, fruity aromas, ripe red cherry and raspberry flavors, a soft texture and fine-grained tannins. Medium to full bodied and almost sweet in balance, it's easy to enjoy.",401K,US,86,15,Cabernet Sauvignon
103242,Barnard Griffin 2014 Fumé Blanc Dry Sauvignon Blanc (Columbia Valley (WA)),"A mix of Sauvignon Blanc (77%) and Sémillon, this wine comes from three separate vineyards in the Columbia Valley. It shows plenty of Sauvignon's herbal character while also displaying the ripeness of the vintage, with lightly spritzy tropical fruit and fig flavors that possess a fleshy feel.",Barnard Griffin,US,86,9,Sauvignon Blanc
103243,Cana's Feast 2013 Northridge Vineyard Primitivo (Columbia Valley (WA)),"This wine doesn't seem to have fully ripened, with green, reedy aromas along with notes of cranberry and cherry Jolly Rancher. The full-bodied palate delivers more but seems disconnected with tart, tangy cranberry flavors.",Cana's Feast,US,86,30,Primitivo
103244,Cantine Leonardo Da Vinci 2010 Da Vinci Riserva (Chianti),"Aromas of toast, oak, espresso and a whiff of smoke lead the nose. The palate offers oak extract, coconut, coffee and vanilla but there's not enough fruit richness to support the oak. It's already reached its ideal drinking window so enjoy sooner rather than later.",Cantine Leonardo Da Vinci,Italy,86,23,Red Blend
103245,Hill Family Estate 2012 Cabernet Sauvignon (Napa Valley),"A stamp of smoke and toasted oak mark the entry into this wine, followed by chewy tannins that wrap themselves around dark layers of chocolate and tobacco leaf, the structure at first impenetrable. The finish is relaxed and somewhat short.",Hill Family Estate,US,86,55,Cabernet Sauvignon
103246,James Wyatt 2013 Untamed Cuvée Red (Yakima Valley),"This lightly colored wine blends Grenache (43%), Syrah (32%) and Mourvèdre. It brings aromas of red raspberries, currant and flowers. The palate is fresh and lighter in style, with the emphasis on fruit.",James Wyatt,US,86,20,Red Blend
103247,Liebart-Régnier NV Brut (Champagne),"There are flavors of peanuts as well as the more usual white fruits in this wine that is rounded and soft, with gentle acidity. The wine, fresh at the end, is ready to drink.",Liebart-Régnier,France,86,56,Champagne Blend
103248,Vinum 2013 White Elephant White (California),"This tradition-bucking blend of 61% Chenin Blanc, 31% Viognier and 8% Roussanne offers soft aromas of sweet apple blossoms and peach, with a hint of barrel smoke. The palate offers a similar blend of peaches, pears and apples, warmed up with some oak influence.",Vinum,US,86,18,White Blend
103249,Viticoltori Senesi Aretini 2009 Riserva (Chianti),"Aromas of toast, milk chocolate and black-skinned fruit lead the way. The soft, low-acid palate doles out crushed plum, fleshy cherry and mocha alongside drying, angular tannins that create an abrupt finish.",Viticoltori Senesi Aretini,Italy,86,18,Sangiovese
103250,Wise Villa 2013 Estate Grown Sangiovese (Placer County),"A strong oak influence dampens the varietal character in this full-bodied, spicy wine. It smells like cinnamon and cedar, tastes slightly sweet and smoky, is full bodied and rich in texture. Nice and smooth, it shows only mild varietal character.",Wise Villa,US,86,35,Sangiovese
103251,MacPhail 2014 Rosé of Pinot Noir (Sonoma Coast),"This is a substantial wine, concentrated in dark red berry color and flavor, from cherry to wild strawberry to more savory rhubarb compote. Muted on the nose, it has an underlying woody, herbal character that balances the vibrancy of the fruit.",MacPhail,US,86,22,Pinot Noir
103252,Maison Bouey 2012 Château Lestruelle (Médoc),"If only this wine wasn't extracted so much (which gives bitterness), it would be ripe and fruity. As it is, it's hard to get past the tight, dry tannins. There are hints of juiciness and black currant fruits. It might soften by 2016.",Maison Bouey,France,86,,Bordeaux-style Red Blend
103253,Maison Bouey 2014 Le Rosé Gourmand de Lestruelle Rosé (Bordeaux Rosé),"This crisp, fruity wine has delicious acidity. Gray-pink in color, it is ripe with red berries that also impart attractive freshness. The wine is crisp, tangy and textured at the end.",Maison Bouey,France,86,,Rosé
103254,Mannucci Droandi 2009 Ceppeto Riserva (Chianti Classico),"This blend of Sangiovese and 10% Merlot opens with aromas of forest floor, ripe blackberry, cedar and menthol. The warm, evolved palate offers dried black cherry, licorice, mint, ground pepper and a gamy note alongside assertive, almost gritty tannins that leave an astringent finish.",Mannucci Droandi,Italy,86,31,Red Blend
103255,Rosenblum 2012 Winemaker Selection Zinfandel (Sonoma County),"Flavors of berry, vanilla and tar form around thick, rich tannins, giving this wine a puckering quality that may benefit from opening before enjoying. The finish is sturdy and robust in leathery black pepper.",Rosenblum,US,86,55,Zinfandel
103256,Travignoli 2013 Chianti Rufina,"Here's a bright, informal red that offers sour cherry, red berry and a light note of cooking spice. Lively acidity and soft, rather fleeting tannins give it an easy-drinking quality.",Travignoli,Italy,86,13,Sangiovese
103257,Hanaiali'i 2013 Merlot (Napa Valley),"This 100% Merlot offers a lot of heat around its otherwise approachable lift of soft, smooth tannins and reasonable oak. Sage, cedar and tobacco provide a weedy aspect to the wine, offset by plenty of ripe blackberry and cherry.",Hanaiali'i,US,86,30,Merlot
103258,Lagana 2013 Breezy Slope Vineyard Pinot Noir (Walla Walla Valley (WA)),"Grown in the southern section of the valley in the foothills of the Blue Mountains, this rare varietal bottling from this appellation shows aromas of cranberry, raspberry and citrus, along with some hints of oxidation. It's tart and full in feel, not seeming entirely varietally correct.",Lagana,US,86,35,Pinot Noir
103259,Lagana 2013 Minnick Hills Vineyard Syrah (Walla Walla Valley (WA)),"This is an aromatically brooding wine with notes of herbs, pepper and brown spices. It drinks quite sweet with a lightly chalky feel.",Lagana,US,86,30,Syrah
103260,Loft 2013 Merlot (Monterey),"This is box wine taken seriously, even featuring a picture of winemaker Denise Wordenon. Fresh-squeezed blueberry fruit mixes with black rocks, milk chocolate and cedar on the nose, followed by an easy-to-quaff juiciness on the lightly bodied palate. It's not very complex, but perfect for summer barbecues or car camping.",Loft,US,86,30,Merlot
103261,Matsu 2013 El Picaro (Toro),"Rough, animal-like aromas wrestle with piercing, fairly hot plum and berry scents. Rubbery, blackened, peppery plum and raspberry flavors finish oaky, mildly bitter and tannic.",Matsu,Spain,86,15,Tinta de Toro
103262,Nadler 2014 Grüner Veltliner (Carnuntum),"The nose here is not quite as clean-cut as it could be, while the palate shows a little more focus. Crisp and zesty, if a little short.",Nadler,Austria,86,12,Grüner Veltliner
103263,:Nota Bene 2011 Ciel du Cheval Red (Red Mountain),"A blend of Cabernet Sauvignon, Merlot and Cabernet Franc, this offers aromas of raisinated cherries, herbs, bittersweet chocolate and a whiff of barnyard. Medicinal flavors are backed by chalky tannins.",:Nota Bene,US,86,40,Bordeaux-style Red Blend
103264,Oyster Bay 2014 Sauvignon Blanc (Marlborough),"At this scale (170,000 cases imported), the quality is remarkable. Leafy notes accent pink grapefruit aromas and flavors, coming together in a harmonious, easy-drinking finish.",Oyster Bay,New Zealand,86,15,Sauvignon Blanc
103265,Piot-Sévillano NV Tradition Brut (Champagne),"Rounded, soft and smoothly creamy, this is a ripe wine dominated by Pinot Meunier. It's an open wine, fruity and ready to drink.",Piot-Sévillano,France,86,,Champagne Blend
103266,Quai de la Lune 2014 Rosé (Bordeaux Rosé),"Well-crafted and fruity, this has a fresh character that allows room for red berry flavors. It's a ripe wine, keeping freshness while bringing in a warmer, caramel character.",Quai de la Lune,France,86,11,Rosé
103267,Bodegas Berceo 2013 Viñadrian (Rioja),"Earthy notes of saline and cheesy leather accent plum aromas on this tight number with rubbery tannins. Plum, cherry and herbal flavors carry some bitterness onto a finish with medicinal plum notes.",Bodegas Berceo,Spain,86,15,Tempranillo Blend
103268,Cennatoio 2011 O'Leandro Riserva (Chianti Classico),"Made with Sangiovese and a small percentage of Cabernet Sauvignon, this opens with aromas of coconut, toast and oak-driven spice. The evolved palate offers coconut, clove and ground black pepper but the fruit richness has almost dried up entirely, leaving an astringent finish.",Cennatoio,Italy,86,45,Red Blend
103269,Château Buisson-Redon 2014 Bordeaux Blanc,"Intense with acidity and young fruitiness, this wine needs some time. The potential of the white and citrus fruit is there, with an herbaceous character that needs to soften. Drink from late 2015.",Château Buisson-Redon,France,86,14,Bordeaux-style White Blend
103270,St. Supéry 2014 Estate Grown Moscato (Napa Valley),"This wine made from Muscat Canelli grapes is slightly spritzy and sweet, pungent in apricot fuzz and grass, a mélange of tropical goodness from there on out. Mango, kiwi and pineapple fill the medium-weight waves of viscous texture, concluding in a vanilla-tinged, light, fresh finish.",St. Supéry,US,86,25,Moscato
103271,Clos de Gamot 2002 Cuvée des Vignes Centenaires Malbec (Cahors),"This is a traditional style—emphasizing earthy tannins and spicy fruit and is rough around the edges—but is a wine that would relish being partnered with sausages, salamis and hard cheeses. There is plenty of weight, the acidity coming from minerality and wood.",Clos de Gamot,France,87,50,Malbec
103272,Companhia das Quintas 2007 Prova Régia Arinto (Bucelas),"Not many wines come from Bucelas today, as its vineyards get eaten up by the northern Lisbon suburbs. This Arinto-based wine suggests there should be some more of this ultra-crisp white, which bears a passing resemblance to a Vinho Verde in its super-fresh apple and grapefruit flavors.",Companhia das Quintas,Portugal,87,10,Arinto
103273,Cusumano 2007 Cubìa Insolia (Sicilia),"Pretty mineral notes recall chalk and dusty ash and provide depth and dimension to this fresh and fragrant white wine. There's not much fruit, but the wine pulls its own thanks to those mineral nuances and its crisp acidity.",Cusumano,Italy,87,18,Insolia
103274,DFJ Vinhos 2007 Casa do Lago Rosé Touriga Nacional (Estremadura),"An attractive salmon pink-colored wine, very fresh, with bright red currant acidity, fleshed out with some caramel, raspberry and a dash of red apple skins texture.",DFJ Vinhos,Portugal,87,10,Touriga Nacional
103275,Tasca d'Almerita 2006 Lamùri Nero d'Avola (Sicilia),"Molasses, smoked bacon, beef jerky and loads of clove and exotic spice come to mind. Lamùri is a pure expression of Nero d'Avola that also offers plum, prune and blackberry. Despite the mature fruit flavors, the wine has good acidity and crispness.",Tasca d'Almerita,Italy,87,28,Nero d'Avola
103276,Tenuta delle Terre Nere 2007 Etna,"This is a mineral-driven wine from the blackened slopes of Mount Etna with delicate shadings of pear, peach, jasmine and honeysuckle. The overall impression is one of elegance—thanks to the jasmine notes in particular. It's a very special wine. A Marc de Grazia selection, various American importers.",Tenuta delle Terre Nere,Italy,87,19,White Blend
103277,Tolosa 2007 Edna Ranch Rosé (Edna Valley),"With the wonderfully crisp acidity and bright, laser-pure fruit Edna Valley is known for, this Syrah, Grenache and Viognier blush offers a wealth of tasty raspberry, cherry, citrus fruit and spice flavors. Dry and clean, it shows California rosé near its best.",Tolosa,US,87,18,Rosé
103278,Turkey Flat 2005 The Turk Shiraz-Grenache-Cabernet-Mourvèdre Red (Barossa Valley),"This blend is mainly Shiraz (50%) and Grenache (28%), which accounts for the wine's ample, plummy fruit flavors. Accents of grilled meat and slightly briary overtones add complexity, and the wine finishes dry and savory. Drink now-2012.",Turkey Flat,Australia,87,18,Red Blend
103279,J. Portugal Ramos 2007 Marquês de Borba Red (Alentejo),"Portugal's popular brand is a lively, fresh, spice- and dried fruit-flavored wine. There are flavors of pound cake and nutmeg surrounding a core of solid, firm tannins. Great with food, this is not for aging.",J. Portugal Ramos,Portugal,87,14,Portuguese Red
103280,J Vineyards & Winery 2006 Pinot Noir (Russian River Valley),"Sturdy and hard in tannins, brisk in acids, this Pinot will benefit from a year or so in bottle. It's extremely dry, with earthy, balsam and mushroom-inspired flavors of blackberries, black cherries and cola.",J Vineyards & Winery,US,87,38,Pinot Noir
103281,J. Wilkes 2006 Bien Nacido Vineyard Hillside Pinot Noir (Santa Barbara County),"Light in color and texture, with a silky, airy mouthfeel, this Pinot has elegant flavors of cherries, anise, vanilla, Asian spices and smoky wood. It's a polished wine for drinking now.",J. Wilkes,US,87,42,Pinot Noir
103282,La Posta 2006 Cocina Blend Red (Mendoza),"“Cocina” means “the kitchen” in Spanish, and this blend of Malbec, Bonarda and Syrah is definitely a kitchen-sink type of wine. It's stout, a bit reduced and tinny at first, but with air it turns into a nice, simple chunkster with plump baked-fruit flavors and a soft but structured chocolaty finish. Drink now.",La Posta,Argentina,87,15,Red Blend
103283,Leone de Castris 2005 Maiana Rosso Red (Salice Salentino),"Here's an easy-going Salice Salentino (90% Negroamaro and 10% Malvasia Nera) with spice, cherry and cola notes that are weaved nicely together. There's harmony and elegance here and the wine leaves a spicy imprint on the close.",Leone de Castris,Italy,87,10,Red Blend
103284,Mastroberardino 2007 Greco di Tufo,This neutral and mineral-driven Greco offers tones of white stone and dried flowers. The wine is lean and crisp with a thin but refreshing consistency. It would make an excellent companion to spicy Indian or Thai foods.,Mastroberardino,Italy,87,24,Greco
103285,Melipal 2006 Reserve Malbec (Mendoza),"Rubbery and smoky at first, with leather and berry fruit running secondary to the wine's more reduced qualities. But if given ten minutes to unwind, it shows wide black-fruit flavors, creaminess and finally some barrel-based resin. Gets better the more you work with it, but will always register as “oaky.”",Melipal,Argentina,87,46,Malbec
103286,Morrison Lane 2005 Syrah (Walla Walla Valley (WA)),"This 2005 Syrah from Morrison Lane seems a bit lackluster compared with previous efforts. This is smoky and tight, a tannic wine with flavors of lead pencil, green tea and earth. But the fruit is quite light, tart, and does not seem to sync up with the heaviness of the tannins.",Morrison Lane,US,87,32,Syrah
103287,Morrison Lane 2006 Viognier (Walla Walla Valley (WA)),"Picked late and fermented on native yeast, this Viognier brings some snap and spice to its scents and flavors. The lime and quinine quality recalls a good gin and tonic; it definitely leans to the herbal rather than the tropical side of Viognier, but is crisp and refreshing.",Morrison Lane,US,87,23,Viognier
103288,Fazio 2005 Torre dei Venti Nero d'Avola (Sicilia),"Fazio makes the best of hot climate growing conditions and presents a well-composed Nero d'Avola that is enhanced by aromas of red apple, cassis, pomegranate and black cherry. There's good intensity here and some sweetness, although the mouthfeel is in no way heavy or thick.",Fazio,Italy,87,21,Nero d'Avola
103289,Gemtree 2006 Uncut Shiraz (McLaren Vale),"Smoky, cedary notes nicely complement the blueberry fruit in this McLaren Vale Shiraz. It's pretty full on the palate, with a slightly syrupy texture that extends the flavors through a mouthwatering finish. Drink now-2012.",Gemtree,Australia,87,24,Shiraz
103290,Adamant Cellars 2006 Spofford Station Vineyard Syrah (Walla Walla Valley (WA)),"This is 100% Syrah from an excellent vineyard. It's chewy and even a bit salty in the mouth, with a mix of bell pepper and black pepper over streaks of berry and cassis. Most of the flavor is front-loaded, and the wine fades away into an earthy, fairly tannic finish.",Adamant Cellars,US,87,35,Syrah
103291,Alberto Longo 2007 Le Fossette Falanghina (Puglia),"The bouquet here is very floral and intense: you'll get jasmine, honeysuckle, sweet apple, mango and other exotic fruits. The wine tastes clean, sweet and dense and has fragrant flavors that accompany you glass after glass.",Alberto Longo,Italy,87,18,Falanghina
103292,X 2006 ES Vineyard Sauvignon Blanc (Lake County),"Another super Sauvignon Blanc that shows how well Lake County does with this variety. It's all about the citrus, fig and spicy melon flavors and the juicy acidity, which makes the wine so fresh and clean. Made from the Musqué clone.",X,US,87,17,Sauvignon Blanc
103293,Godwin 2005 Floral Clone Chardonnay (Russian River Valley),"Enormous in jammy apricot, peach, pineapple, Asian spice and sweet charred oak vanillins, this Burgundy-inspired Chard is a little sweet. But it provides enough acidity for balanced structure.",Godwin,US,87,28,Chardonnay
103294,Hagafen 2006 Ripken Vineyard Roussanne (Lodi),"A fresh, intriguing wine whose balance and depth suggest midterm aging. Golden in color, it's succulent in the flavors of peaches, pineapples, limes, almond biscotti and butterscotch, with fine acidity and a rich, honeyed finish. Give it until sometime in 2008 and for another couple of years.",Hagafen,US,87,18,Roussanne
103295,Herdade da Malhadinha Nova 2006 Monte da Peceguina Red (Alentejano),"The second wine from Malhadinha Nova is lively and fruity, packed with red fruits, sweet strawberry flavors and easy, ripe texture. Drink now.",Herdade da Malhadinha Nova,Portugal,87,30,Portuguese Red
103296,Bucklin 2005 Old Hill Ranch Zinfandel (Sonoma Valley),"With the '05, Bucklin is getting a handle on this old-vine field blend of two dozen varieties, which seems to do best in cooler years. It's a rustic-chic wine, with a brawny muscularity tamed by extreme dryness, and even though the alcohol is 15.6%, it doesn't feel too hot.",Bucklin,US,87,34,Zinfandel
103297,Corley 2004 Proprietary Red Wine Red (Oak Knoll District),"Soft and fruity, this Bordeaux blend has a splash of Syrah. It's dry and grippy in tannins, and there's a dried herb edge to the blackberry fruit. Finishes polished and elegant, but the softness suggests early drinking.",Corley,US,87,55,Cabernet Blend
103298,DFJ Vinhos 2004 Tinta Roriz and Merlot Red (Estremadura),"An unexpected combination perhaps, but it works to give a fresh, flavorful wine, with soft tannins, juicy fruit and flavors of red cherries and vanilla. Not complex, and ready to drink now.",DFJ Vinhos,Portugal,87,11,Red Blend
103299,DFJ Vinhos 2006 Monte Alentejano White (Alentejano),"Fresh green-apple aromas and some ripe, mango flavors, this is well rounded, showing some acidity, but more of open, fresh fruits. This is a wine that will be perfect to drink over the next few months.",DFJ Vinhos,Portugal,87,,Portuguese White
103300,El Nido 2003 Clio Monastrell-Cabernet Sauvignon Red (Jumilla),"If all you're after is size, then sign on the dotted line. This blend is a monster that weighs in at 15.5%, so be ready for intensely sweet flavors of grape essence and licorice. To this judge, the wine has a lot of gumption but isn't what I'd want to drink glass after glass, day after day. It's lumbering, heavy but oh so sweet and dessert-like.",El Nido,Spain,87,42,Red Blend
103301,Backsberg 2005 Pinotage (Coastal Region),"The wines of Backsberg have a distinctive, artistic quality to them that makes them ideal for collectors and drinkers who seek wines with style. This Pinotage has those qualities, with its layers of cinnamon and deep berry on the nose and smooth, integrated berry and smoke flavors. This is a real Pinotage so expect the rubbery smoke that goes along with it—but it's also elegant, offering structure and complexity with a gentle touch.",Backsberg,South Africa,87,13,Pinotage
103302,Bonny Doon 2005 Le Cigar Blanc White (California),"The grapes were grown on the Central Coast, mostly in Arroyo Grande, and the wine is characterized by vibrant acidity. There is an intense taste of raspberries, more usually found in a red variety like Grenache than a white wine, but Grenache Blanc consitutes nearly half the blend, along with Roussanne.",Bonny Doon,US,87,20,White Blend
103303,Codorníu NV Brut Rosé Pinot Noir (Cava),"This one takes on an orange tint, and the aromas are akin to chocolate, spice cake and even some baked beans. The palate is quite crisp and healthy, with berry fruit, citrus and length. A good wine with a racy, cleansing feel. It's not spectacular but it ranks highly among similar competitors.",Codorníu,Spain,87,15,Pinot Noir
103304,Conte Collalto NV Extra Dry (Prosecco di Conegliano e Valdobbiadene),"Thanks to its buoyant aromas of field flower, green apple, pear and dried sage leaf, you could definitely describe this as a multidimensional wine with noticeable elegance. There are musky, sweet fruit flavors on the finish.",Conte Collalto,Italy,87,19,Prosecco
103305,Schug 2006 Pinot Noir (Sonoma Coast),"Schug's regular Pinot, as opposed to their Heritage Reserve, is a dependably village-style expression of easy-drinking, cool-climate Pinot Noir. The '06, like previous vintages, shows a silky, delicate texture framing cherry, raspberry and cola flavors, with a smoky vanilla edge of oak.",Schug,US,87,22,Pinot Noir
103306,St. Clement 2004 Star Vineyard Cabernet Sauvignon (Rutherford),"A first bottle was obviously off. A second was better, although still lacking the complexity you want at this price. It was a young Cab, dry and tannic, with a core of cassis and cherries. A few years in the cellar should soften it.",St. Clement,US,87,80,Cabernet Sauvignon
103307,Arbios 2003 Cabernet Sauvignon (Alexander Valley),"On a par with recent vintages, this four-year old Cab is soft and pleasant, with ripe cherry, blackberry, raspberry and herb flavors that are well oaked. The tannins are crunchy, but the wine isn't an ager. Best now through 2009.",Arbios,US,87,27,Cabernet Sauvignon
103308,Adami NV Vigneto Giardino Dry (Prosecco di Valdobbiadene),"This is a dry Prosecco, meaning it is slightly sweeter than a brut or extra dry. Traditionally, Prosecco has this level of sugar, making it a very true rendition of what the wine is intended to taste like: Fresh peach, basil, pineapple, yellow apple and even an understated touch of banana come into play.",Adami,Italy,87,22,Prosecco
103309,Alentex 2006 Antão Vaz-Arinto White (Alentejo),"One of the principle grapes of the Alentejo, Antão Vaz blends easily with the Arinto of neighboring Ribatejo. There is an attractive citrus element to this wood-aged wine, soft, open, but remaining fresh, the tropical fruit flavors well under control.",Alentex,Portugal,87,,Portuguese White
103310,Bortolomiol 2005 Brut Millesimato Motus Vitae (Prosecco di Valdobbiadene),"The idea here is to present a more structured and sophisticated Brut with emphasis on the nutty tones and mature peach. The wine succeeds in this regard but the whole point of Prosecco is to be light and fun; this ultimately lacks those sharp, well-defined fruit tones you might expect.",Bortolomiol,Italy,87,37,Prosecco
103311,Bortolotti NV Brut (Prosecco di Valdobbiadene),"Here is a lighter, paler shade of Prosecco with opulent and cheerful soapy and herbal qualities (thanks to 10% Pinot Bianco) backed by lemon candy and polished mineral. Yellow apple and chalk are immediately recognizable. The mouthfeel is creamy and foamy with fresh crispness that is noticeable but not exaggerated.",Bortolotti,Italy,87,16,Prosecco
103312,Castle 2005 Sangiacomo Vineyards Pinot Noir (Carneros),"There's a sweetmeat, salty leatheriness to this Pinot, like beef jerky. Give it a year or so to mellow out and let the smoky oak integrate with the ripe cherry, cola and raspberry flavors. Decant for an hour or two if you pop it open now.",Castle,US,87,32,Pinot Noir
103313,Codorníu NV Reserva Raventós Brut Sparkling (Cava),"Ginger ale and Sprite are the first things that come to mind when you give it a sniff. The palate shows ripe and sweet orange, tangerine and pink grapefruit, while the back end is lean and citrusy but far short of complex. Good in a standard way.",Codorníu,Spain,87,15,Sparkling Blend
